,user,message,spam
9368,CashManCash,Selling runes,False
9369,gpCollector,U need the runes?,False
9370,Slo4ever9,Sell e eggs,False
9371,c4mp5snipers,Selling burnt fish 10k each,False
9372,trabbyzzdon,5.5k double,False
9373,ShipleyMerch,That helps a lot,False
9374,Tymsiter123,Trading food,False
9375,Pallmall20,Accepting donations,False
9376,OneGr8Guy,Bro stfu your mom is so fat when you bury her you get 99 prayer,False
9377,X72raspyirit,355,False
9378,Hmoobvaj1234,470k,False
9379,Slo4ever9,Sell e eggs,False
9380,Tymsiter123,Trading food,False
9381,trabbyzzdon,Np,False
9382,greg775,Anyone spare 25k please?,False
9383,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9384,CashManCash,Selling runes,False
9385,ownedbymajl,Crispy follow,False
9386,connorh0230,Doubling money,False
9387,LongPew374, 18:52:26 (100k) (20000k) Play here |52+| |Longpew374|,True
9388,Slo4ever9,Sell e eggs,False
9389,WXXR,Oof,False
9390,TickaStick,No Bred??,False
9391,sS3xyb,What i couldnt read that fast,False
9392,aide21,Giveme 3m yes,False
9393,heyzuspatino,3.5 for bond ,False
9394,CashManCash,Selling runes,False
9395,Slo4ever9,Sell e eggs,False
9396,La Phare,Lol,False
9397,WXXR,Lame attempt t humor ,False
9398,c4mp5snipers,Selling burnt fish 10k each,False
9399,AliRaza111,Nice job stealing that joke from the sub,False
9400,CashManCash,Selling runes,False
9401,MyKidsSick,Hello fishy,False
9402,trabbyzzdon,7.5k double,False
9403,sS3xyb,Say it agian,False
9404,Slo4ever9,Sell e eggs,False
9405,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9406,LongPew374, 18:52:40 (100k) (20000k) Play here |52+| |Longpew374|,True
9407,greg775,Anyone spare 25k please?,False
9408,ShipleyMerch,Thanks man,False
9409,CashManCash,Selling runes,False
9410,TickaStick,Double My Bred Plz,False
9411,15 Death 841,You can buy in ge,False
9412,JpVirusAT,5m,False
9413,ShipleyMerch,That helps a lot,False
9414,CashManCash,Selling runes,False
9415,Pallmall20,Accepting donations,False
9416,30good1490,Ill hook ya up 10k,False
9417,ToxicasLT,Buying bond,False
9418,friendly9099,Corn come to the south enterance,False
9419,Staiinos92,Need 10m plzzzzz,False
9420,Slo4ever9,Sell e eggs,False
9421,Hmoobvaj1234,No Easter egg,False
9422,MyKidsSick,Where is dragon hiding,False
9423,ToxicasLT,Buying bond,False
9424,Pallmall20,Accepting donations,False
9425,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9426,15 Death 841,But you have to beat dragon slayer quest,False
9427,LongPew374, 18:52:54 (100k) (20000k) Play here |52+| |Longpew374|,True
9428,Staiinos92,Need 10m plzzzzz,False
9429,trabbyzzdon,7.5k double,False
9430,Slo4ever9,Sell e eggs,False
9431,NCxspartanx, Lneed moneyy,False
9432,eliodoro911,Buy bond 3.9,False
9433,greg775,Anyone spare 25k please?,False
9434,CrispyHD68,Need varrock need varrock and falador teles,False
9435,Pallmall20,Accepting donations,False
9436,ToxicasLT,Buying bond,False
9437,And Im Back,Sell bond 5m,False
9438,heyzuspatino,3.5m for bod ,False
9439,Hmoobvaj1234,5k more,False
9440,ShipleyMerch,Ayeee,False
9441,Pallmall20,Accepting donations,False
9442,NCxspartanx,Need moneyy,False
9443,IPimpThots,465 up 2 u,False
9444,ShipleyMerch,My dude,False
9445,ownedbymajl,Over here crispy,False
9446,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9447,MyKidsSick,Can i have bred pls?,False
9448,LongPew374, 18:53:08 (100k) (20000k) Play here |52+| |Longpew374|,True
9449,ToxicasLT,Ok,False
9450,heyzuspatino,Bond*,False
9451,gpCollector,Crispy,False
9452,ShipleyMerch,I appreciate it,False
9453,ToxicasLT,Buying bond,False
9454,trabbyzzdon,7.5k double,False
9455,ToxicasLT,Ok,False
9456,Pallmall20,Accepting donations,False
9457,Slo4ever9,Sell e eggs,False
9458,ToxicasLT,Ok,False
9459,greg775,Anyone spare 25k please?,False
9460,BigBadJonRad,Need ticket for shi;ed of arrav,False
9461,OneGr8Guy,Can someone just give m le anything please,False
9462,Slo4ever9,Sell e eggs,False
9463,30good1490,Np,False
9464,ShipleyMerch,3,False
9465,15 Death 841,What?,False
9466,gpCollector,Tele tabs are members only,False
9467,Staiinos92,Need cash plzzzzzz,False
9468,CrispyHD68,Yes,False
9469,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9470,aide21,Giveme yes 3m,False
9471,Pallmall20,Accepting donations,False
9472,LongPew374, 18:53:22 (100k) (20000k) Play here |52+| |Longpew374|,True
9473,BigBadJonRad,Need ticket for hield of arrav,False
9474,Slo4ever9,Sell. Eggs,False
9475,Hmoobvaj1234,470k,False
9476,IPimpThots,Bank sale,False
9477,CrispyHD68,Really?,False
9478,ToxicasLT,Buying bond,False
9479,JpVirusAT,4m,False
9480,Slo4ever9,Sell e eggs,False
9481,trabbyzzdon,7.5k double,False
9482,MyKidsSick,Pls buy bread,False
9483,Lamppu,Slo4ever9,False
9484,gpCollector,Yea,False
9485,Deiviux74,Buy bond,False
9486,TickaStick,Bred,False
9487,Magiiisk,Need 10m doubler one trade,False
9488,CrispyHD68,Damn alright,False
9489,greg775,Anyone spare 25k please?,False
9490,Pallmall20,Accepting donations,False
9491,Startyboy,Buying nature runes,False
9492,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9493,Lamppu,Hm ea?,False
9494,Slo4ever9,Sell e eggs,False
9495,Kidus,Hi,False
9496,ToxicasLT,Wait,False
9497,LongPew374, 18:53:36 (100k) (20000k) Play here |52+| |Longpew374|,True
9498,CrispyHD68,Thanks,False
9499,ownedbymajl,Crispy add,False
9500,BigBadJonRad,Need ticket for ahield of arrav,False
9501,15 Death 841,I dont have bread bud,False
9502,gpCollector,Yw,False
9503,BlacKatakuri,Selling easter eggs,False
9504,Pallmall20,Accepting donations,False
9505,Slo4ever9,1'5,False
9506,And Im Back,Sell bond 5m,False
9507,TickaStick,Bred???,False
9508,Startyboy,Buying nature runes,False
9509,JpVirusAT,3m?,False
9510,MyKidsSick,Pls buy for me,False
9511,huke85,What is a bank sale?,False
9512,heyzuspatino,How do i give you bond i cop it today ,False
9513,ASassyCassie,Hiya,False
9514,JpVirusAT,:) ,False
9515,greg775,Anyone spare 25k please?,False
9516,Pallmall20,Accepting donations,False
9517,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9518,MyKidsSick,Just 1,False
9519,LongPew374, 18:53:49 (100k) (20000k) Play here |52+| |Longpew374|,True
9520,trabbyzzdon,7.5k double,False
9521,15 Death 841,Ohhhh,False
9522,aide21,Yes,False
9523,ToxicasLT,How much?,False
9524,10GH0ST,Trade it,False
9525,JpVirusAT,3m ok,False
9526,Magiiisk,Need 10m doubler one trade,False
9527,Slo4ever9,Sell e eggs,False
9528,Startyboy,Buying nature runes,False
9529,Pallmall20,Accepting donations,False
9530,Alicemur2294,Sale 4m,False
9531,15 Death 841,Like bread the stuff you eat?,False
9532,And Im Back,5m,False
9533,BigBadJonRad,Needd ticket for shield of arrav7need ticket for shield of arravb,False
9534,Kidus,"Im new, can i have 10gp for al kharid",False
9535,Slo4ever9,Sell e eggs,False
9536,ToxicasLT,What?,False
9537,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9538,ToxicasLT,5mil,False
9539,LongPew374, 18:54:03 (100k) (20000k) Play here |52+| |Longpew374|,True
9540,greg775,Anyone spare 25k please?,False
9541,MyKidsSick,Yes,False
9542,IPimpThots,Trade,False
9543,Pallmall20,Accepting donations,False
9544,Startyboy,Buying nature runes,False
9545,Magiiisk,Need 10m doubler one trade,False
9546,Slo4ever9,Sell e eggs,False
9547,15 Death 841,Ok ill try ,False
9548,BigBadJonRad,Do u have shield of arrava rticket??,False
9549,JpVirusAT,3m?,False
9550,aide21,Giveme yes 3m,False
9551,ToxicasLT,On ge 4mil,False
9552,CashManCash,Thanks!,False
9553,ASassyCassie,Lol level 101,False
9554,MyKidsSick,Pls i give square,False
9555,trabbyzzdon,9k doubles,False
9556,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9557,15 Death 841,Stay here,False
9558,And Im Back,Gl,False
9559,LongPew374, 18:54:17 (100k) (20000k) Play here |52+| |Longpew374|,True
9560,trabbyzzdon,Np,False
9561,heyzuspatino,How do i equip it ,False
9562,Kidus,Ok u got me,False
9563,ToxicasLT,Buying bond,False
9564,TickaStick,Bred,False
9565,greg775,Anyone spare 25k,False
9566,And Im Back,Non in ge,False
9567,Startyboy,Buying nature runes,False
9568,ToxicasLT,Buying bond,False
9569,Kidus,I dont need 10gp,False
9570,Pallmall20,Accepting donations,False
9571,BigBadJonRad,Need ticket for shield of arrav,False
9572,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9573,ToxicasLT,Buying bond trade me,False
9574,Kidus,I just needed an excuse to talk to you,False
9575,And Im Back,Sell bond 5m,False
9576,LongPew374, 18:54:31 (100k) (20000k) Play here |52+| |Longpew374|,True
9577,Hmoobvaj1234,Nooe,False
9578,IsnhsHhsajgz,Want to sell feather @3,False
9579,ToxicasLT,Buying bond trade me,False
9580,Startyboy,Buying nature runes ,False
9581,Hmoobvaj1234,Can't scam me,False
9582,Alicemur2294,Mag,False
9583,JpVirusAT,3m',False
9584,Deiviux74,5m?,False
9585,10GH0ST,Weirdo,False
9586,IPimpThots,Ur not as smart as u think...,False
9587,BlacKatakuri,Selling easter eggs 1250 each,False
9588,greg775,Anyone spare 25k please?,False
9589,Kidus,"Hi, im danny",False
9590,Pallmall20,Accepting donations,False
9591,LethalWep94, [50k-200k] - Lethalwep94,True
9592,aide21,Yes,False
9593,Alicemur2294,Will u buy any,False
9594,Deiviux74,Are you crazy?,False
9595,Magiiisk,?,False
9596,ASassyCassie,Well hey lol,False
9597,IPimpThots,Trade me,False
9598,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9599,30good1490,Reported,False
9600,gpCollector,Bigbadjon,False
9601,LongPew374, 18:54:45 (100k) (20000k) Play here |52+| |Longpew374|,True
9602,BigBadJonRad,Dp u ahve??#,False
9603,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9604,Startyboy,Buying nature runes,False
9605,Magiiisk,No thanks dont need ,False
9606,Lamppu,1k ea?,False
9607,TickaStick,Bredbred???,False
9608,ToxicasLT,How much?,False
9609,BigBadJonRad,Yes#,False
9610,JpVirusAT,Coins?,False
9611,Alicemur2294,Pls,False
9612,Pallmall20,Accepting donations,False
9613,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9614,ToxicasLT,Back,False
9615,CKOOS,Buying bond 3.9 m,False
9616,ASassyCassie,Add me and message,False
9617,Magiiisk,Trading up coins for an video,False
9618,Kidus,You tryna hear some corny pickup lines orrr,False
9619,greg775,Anyone spare 25k please?,False
9620,aide21,Giveme yes 3m,False
9621,Alicemur2294,Good proce,False
9622,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9623,And Im Back,5m,False
9624,Slo4ever9,Sellce eggs,False
9625,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9626,Magiiisk,Nothing else,False
9627,gpCollector,Go to minigames,False
9628,CKOOS,Buying bond 3.9 m,False
9629,Kidus,You got it,False
9630,ToxicasLT,No,False
9631,Startyboy,Buying nature runes,False
9632,Slo4ever9,Sell e eggs,False
9633,LongPew374, 18:55:03 (100k) (20000k) Play here |52+| |Longpew374|,True
9634,gpCollector,And join shield of arrav cc,False
9635,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9636,OneGr8Guy,Someone spare me 1k,False
9637,Hmoobvaj1234,470k,False
9638,BlacKatakuri,"Sorry bro, I can sell pretty fast in ge around 1100",False
9639,ditirambos88,                                                                                ,False
9640,BigBadJonRad,How what is that??,False
9641,Alicemur2294,Ok,False
9642,ShipleyMerch,Breakfast,False
9643,Slo4ever9,Sell e eggs,False
9644,JpVirusAT,Ybui?,False
9645,Pallmall20,Accepting donations,False
9646,huke85,Ty,False
9647,CKOOS,Buying bond 3.9 m,False
9648,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9649,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9650,Its crush,Selling a bond for 3.6mil!,False
9651,Alicemur2294,Good luck,False
9652,ShipleyMerch,Do you have runes?,False
9653,TickaStick,No More Bred,False
9654,greg775,Anyone spare 25k please?,False
9655,Slo4ever9,Sell e eggs,False
9656,aide21,Yes,False
9657,BlacKatakuri,1150 even,False
9658,Lamppu,Ok,False
9659,NCxspartanx,Pls,False
9660,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9661,Slo4ever9,Sell e eggs,False
9662,Hmoobvaj1234,Ty,False
9663,Lamppu,How many u havee?,False
9664,IPimpThots,Ty,False
9665,Slo4ever9,Sell e eggs,False
9666,LongPew374, 18:55:22 (100k) (20000k) Play here |52+| |Longpew374|,True
9667,Its crush,Selling a bond for 3.6mil!,False
9668,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9669,aide21,Gi,False
9670,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9671,gpCollector,Go to quest ,False
9672,GrODLT,Waiting To Buy Amulet Of Power,False
9673,Pallmall20,Accepting donations,False
9674,Its crush,Selling a bond for 3.6mil!,False
9675,Magiiisk,?,False
9676,greg775,Anyone spare 25k please?,False
9677,ToxicasLT,Buying bond,False
9678,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9679,Its crush,Selling a bond for 3.6mil!,False
9680,Slo4ever9,Sel e eggs,False
9681,IsnhsHhsajgz,Wts 1300 feather for 3900,False
9682,BlacKatakuri,How many you want xd,False
9683,30good1490,No trade idiot scammer,False
9684,Pallmall20,Accepting donations,False
9685,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9686,Slo4ever9,Sell e eggs,False
9687,eliodoro911,Bonnnnnnnnnnnnnnnnnnnnnnnnnnd,False
9688,ToxicasLT,Buying bond trade me,False
9689,LongPew374, 18:55:41 (100k) (20000k) Play here |52+| |Longpew374|,True
9690,ToxicasLT,Buying bond,False
9691,Tueur2000,Ty,False
9692,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9693,Slo4ever9,Sell e eggs,False
9694,greg775,Anyone spare 25k please?,False
9695,Lamppu,How much u have,False
9696,trabbyzzdon,9k doubles,False
9697,ToxicasLT,"Hey, how much?",False
9698,JpVirusAT,Wt?,False
9699,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9700,Slo4ever9,Sell e eggs,False
9701,JpVirusAT,Wtf,False
9702,Pallmall20,Accepting donations,False
9703,Alicemur2294,Ty,False
9704,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9705,ToxicasLT,Kronic,False
9706,BlacKatakuri,"Depends, how many do you want",False
9707,ToxicasLT,How much?,False
9708,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9709,Slo4ever9,Ssell e eggs,False
9710,LongPew374, 18:56:00 (100k) (20000k) Play here |52+| |Longpew374|,True
9711,84cutwillow,Cn anyone doubl my gold for me 1 trade,False
9712,Pallmall20,A,False
9713,greg775,Anyone spare 25k please?,False
9714,Alicemur2294,Selling bond,False
9715,Kronic916,4,False
9716,Slo4ever9,Sell eceggs,False
9717,ownedbymajl,Pall follow,False
9718,Lamppu,10m?,False
9719,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9720,AliRaza111,For,False
9721,84cutwillow,Can anyone double my gold for me 1 trade,False
9722,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9723,BlacKatakuri,Sec,False
9724,aide21,Giveme yes 3m,False
9725,Startyboy,Buying nature runes,False
9726,Xsk8head6,Can some one spare 1m,False
9727,Pallmall20,Ok,False
9728,cheeba kid, Eed 100k for skilli g,False
9729,Magiiisk,Need 10m doubler one trade,False
9730,ToxicasLT,I only have 3.7mil,False
9731,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9732,LongPew374, 18:56:19 (100k) (20000k) Play here |52+| |Longpew374|,True
9733,30good1490,My 20k back,False
9734,greg775,Anyone spare 25k please?,False
9735,84cutwillow,Can anyone double my gold for me 1 trade,False
9736,ShipleyMerch,Hmoob\,False
9737,ToxicasLT,:(,False
9738,Xsk8head6,Can someone spare me 1m,False
9739,ToxicasLT,Buying bond,False
9740,ThisOneGuy,Sounds good! ,False
9741,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9742,BlacKatakuri,I can sell you 100,False
9743,Startyboy,Buying nature runes,False
9744,Alicemur2294,Selling bond,False
9745,ToxicasLT,Buying bond trade me,False
9746,cheeba kid,Need 100k for s,False
9747,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9748,trabbyzzdon,8k double 1trade,False
9749,Pilootstorm1,Did you have free items for my please trade ,False
9750,Tueur2000,How much,False
9751,Kronic916,Hmong?,False
9752,greg775,Anyone spare 25k please?,False
9753,ShipleyMerch,Hmoob,False
9754,ToxicasLT,Buying bond,False
9755,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9756,cheeba kid,Barrowing 100k,False
9757,LongPew374, 18:56:38 (100k) (20000k) Play here |52+| |Longpew374|,True
9758,Omah01,Buying bond 3.M,False
9759,ToxicasLT,Buying bond trade me,False
9760,Hmoobvaj1234,Sup? ,False
9761,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9762,Lamppu,That only 100,False
9763,Fantasticmew,Alms for a poor new person,False
9764,ToxicasLT,Buying bond,False
9765,cheeba kid,Need 100k loan,False
9766,ShipleyMerch,Can i buy ur armor?,False
9767,CashManCash,How do you decide amounts you offer for doubling?,False
9768,Kronic916,Lol,False
9769,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9770,Slo4ever9,Sell e eggs,False
9771,Lamppu,10 million eggs?,False
9772,trabbyzzdon,8k double 1trade,False
9773,lilmexico95,Selling addy,False
9774,LongPew374, 18:56:52 (100k) (20000k) Play here |52+| |Longpew374|,True
9775,greg775,Anyone spare 25k please?,False
9776,CashManCash,Looks kinda random,False
9777,Slo4ever9,Sell e egg,False
9778,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9779,ToxicasLT,Buying bond,False
9780,ToxicasLT,Buying bond,False
9781,BlacKatakuri,Lol i dont have 10 m eggs? Xd,False
9782,Slo4ever9,Sell e eggs,False
9783,Hmoobvaj1234,1mill,False
9784,Slo4ever9,Sell e eggs,False
9785,trabbyzzdon,It is random lol,False
9786,BlacKatakuri,I dont remember saying so,False
9787,greg775,Anyone spare 25k please?,False
9788,lilmexico95,Seliiing ady g tim,False
9789,Pilootstorm1,Did you have free items for my please trade ,False
9790,ToxicasLT,Buying bond trade me,False
9791,Pallmall20,Added,False
9792,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9793,LongPew374, 18:57:11 (100k) (20000k) Play here |52+| |Longpew374|,True
9794,Lamppu,U have only 100,False
9795,cheeba kid,Need 100k loan,False
9796,ShipleyMerch,Ahhh,False
9797,Slo4ever9,Sell e eggs,False
9798,josanbaq,Bad pink,False
9799,CashManCash,:D,False
9800,ToxicasLT,Buying bond,False
9801,ShipleyMerch,Im a bit short,False
9802,Omah01,Selling Bond 3.7M,False
9803,eliodoro911,Bomdddddddddddddddddddddddddddddddddddddddd,False
9804,Hmoobvaj1234,Yee,False
9805,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9806,Alicemur2294,Selling bond,False
9807,ShipleyMerch,Nvm,False
9808,BlacKatakuri,I got a bit more,False
9809,ToxicasLT,Buying,False
9810,Hmoobvaj1234,How much? ,False
9811,Pilootstorm1,Did you have free items for my please trade ,False
9812,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9813,Lamppu,200?,False
9814,ToxicasLT,Buying bond,False
9815,greg775,Anyone spare 25k please?,False
9816,LingLingLong,Doubling money 2 trades ,False
9817,Slo4ever9,Sell e eggs,False
9818,LongPew374, 18:57:29 (100k) (20000k) Play here |52+| |Longpew374|,True
9819,Kronic916,5 dollar,False
9820,Deiviux74,Buy bond,False
9821,Magiiisk,Looking for someone that can wear black scim and armor,False
9822,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9823,trabbyzzdon,What number was i on lol,False
9824,ToxicasLT,"Hey, how much?",False
9825,Slo4ever9,Sell e eggs,False
9826,CashManCash,8,False
9827,IPimpThots,Bank sale,False
9828,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9829,ShipleyMerch,I have 670k but i have something selling in g/e,False
9830,LethalWep94,Roll 20+ for 2x! [50k-200k] - Lethalwep94,True
9831,Alicemur2294,4m,False
9832,CashManCash,Was the last one :D,False
9833,BlacKatakuri,Not sure why you want to know so badly,False
9834,Slo4ever9,Sell e eggs,False
9835,ToxicasLT,Alicemur,False
9836,greg775,Anyone spare 25k please?,False
9837,Pilootstorm1,Ty ty ty ty ty ,False
9838,trabbyzzdon,8k double 1trade,False
9839,La Liendra,Can anyone spare me mith arrows please,False
9840,LongPew374, 18:57:48 (100k) (20000k) Play here |52+| |Longpew374|,True
9841,UnBonCafe,"Watch out, Imposters Says Original!! (50k to 212M) (55 to 100) - Unboncafe",True
9842,Shydarklove,Trading up adamant pl8 body h5,False
9843,Frydayyyyy,Np,False
9844,Slo4ever9,Sell e eggs,False
9845,Lamppu,I want to buy them all,False
9846,ToxicasLT,I only have 3.7mil,False
9847,trabbyzzdon,Tbd,False
9848,BlackhawksC,Can someone double my 100k one trade,False
9849,Nikky82,Seling bond 13m,False
9850,Magiiisk,Selling black set + scim and shield,False
9851,IPimpThots,Selling trimmed items,False
9852,trabbyzzdon,Thx,False
9853,UnBonCafe,Giant Payouts! (50k to 212M) (55 to 100) - Unboncafe,True
9854,Hobo Sam,First one to trade me 500k won't regret it it ,False
9855,Slo4ever9,Sell e eggs,False
9856,greg775,Anyone spare 25k please?,False
9857,trabbyzzdon,8k double 1trade,False
9858,LongPew374, 18:58:06 (100k) (20000k) Play here |52+| |Longpew374|,True
9859,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9860,BlacKatakuri,Aight buy 100 and I might sell you more,False
9861,Hobo Sam,First one to trade me 500k won't regret it it ,False
9862,ToxicasLT,:(,False
9863,Small Floof,Very sad,False
9864,Nikky82,Selling bond 200m,False
9865,ToxicasLT,Buying bond,False
9866,Omah01,Selling Bond 3.7M,False
9867,BlackhawksC,Need one trade double for 100k,False
9868,UnBonCafe,"Watch out, Imposters Says Original!! (50k to 212M) (55 to 100) - Unboncafe",True
9869,Lamppu,How much 100,False
9870,ToxicasLT,Buying bond,False
9871,Hobo Sam,First one to trade me 500k won't regret it it ,False
9872,greg775,Anyone spare 25k please?,False
9873,trabbyzzdon,8k double 1trade,False
9874,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9875,LongPew374, 18:58:20 (100k) (20000k) Play here |52+| |Longpew374|,True
9876,korree,Mj,False
9877,sex fruit,Scqmm,False
9878,Hobo Sam,First one to trade me 500k won't regret it it ,False
9879,UnBonCafe,Giant Payouts! (50k to 212M) (55 to 100) - Unboncafe,True
9880,Shydarklove,Trading up adamant pl8 body h5,False
9881,IPimpThots,Bank sale,False
9882,Trash Temple,Make your offer to the Trash Temple,False
9883,ToxicasLT,Buying bond,False
9884,Slo4ever9,?,False
9885,ToxicasLT,Buying bond,False
9886,Alicemur2294,Selling bond,False
9887,Hobo Sam,First one to trade me 500k won't regret it it ,False
9888,BlackhawksC,Need one trade double for 100k,False
9889,BlacKatakuri,100x1230 should be fine,False
9890,Hmoobvaj1234,Lol,False
9891,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9892,ToxicasLT,Buying bond,False
9893,greg775,Anyone spare 25k please?,False
9894,sex fruit,Dont trade this e egg tuy,False
9895,LongPew374, 18:58:35 (100k) (20000k) Play here |52+| |Longpew374|,True
9896,IPimpThots,Selling trimed items,False
9897,korree,Why do u look like u just got off tutorial island ,False
9898,Lamppu,Nah,False
9899,UnBonCafe,Original rng is back!! (50k to 212M) (55 to 100) - Unboncafe,True
9900,Hobo Sam,First one to trade me 500k won't regret it it ,False
9901,Kronic916,Lol hmong where u from ,False
9902,ToxicasLT,Buying bond,False
9903,Shydarklove,Trading up adamant pl8 body h5,False
9904,Hobo Sam,First one to trade me 500k won't regret it it ,False
9905,Lamppu,I give you 110k,False
9906,Hmoobvaj1234,I'm from Wisconsin ,False
9907,ToxicasLT,Buying bond,False
9908,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9909,IvI 3 Ioser,Wow tyvm,False
9910,LingLingLong,Trimming armor for free,False
9911,LongPew374, 18:58:48 (100k) (20000k) Play here |52+| |Longpew374|,True
9912,UnBonCafe,Giant Payouts! (50k to 212M) (55 to 100) - Unboncafe,True
9913,Magiiisk,Selling gilded gold armor + shield,False
9914,Hobo Sam,First one to trade me 500k won't regret it it ,False
9915,greg775,Anyone spare 25k please?,False
9916,LethalWep94,Roll 30+ for 2x! [50k-2m] - Lethalwep94,True
9917,trabbyzzdon,Np,False
9918,BlackhawksC,Need one trad double for 100k\,False
9919,ToxicasLT,Buying bond,False
9920,Hobo Sam,First one to trade me 500k won't regret it it ,False
9921,BlacKatakuri,1100 I can get in the ge within 5 mins,False
9922,ToxicasLT,Buying bond,False
9923,LethalWep94,Roll 30+ for 2x! [50k-2m] - Lethalwep94,True
9924,IvI 3 Ioser,3,False
9925,Hmoobvaj1234,Damn too short bro,False
9926,Alicemur2294,4m,False
9927,ShipleyMerch,Im from illinois,False
9928,UnBonCafe,Original rng is back!! (50k to 212M) (55 to 100) - Unboncafe,True
9929,Shydarklove,Trading up adamant pl8 body h5,False
9930,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9931,30good1490,Nty,False
9932,Charity Bomb,Yes they will,False
9933,LongPew374, 18:59:02 (100k) (20000k) Play here |52+| |Longpew374|,True
9934,ShipleyMerch,=[,False
9935,Deiviux74,Buy bond,False
9936,kingangel7,Buying energy pots!!!,False
9937,Hobo Sam,First one to trade me 500k won't regret it it ,False
9938,Trash Temple,Make your offer to the Trash Temple,False
9939,ToxicasLT,Buying bond,False
9940,korree,Ur suppose to get some lvls on that island,False
9941,Hmoobvaj1234,True,False
9942,greg775,Anyone spare 25k please?,False
9943,LethalWep94,Roll 30+ for 2x! [50k-2m] - Lethalwep94,True
9944,IPimpThots,Bank sale,False
9945,BlackhawksC,Need one trade double for 100k,False
9946,ToxicasLT,Buying bond,False
9947,Hobo Sam,First one to trade me 500k won't regret it it ,False
9948,trabbyzzdon,Cash pick a number,False
9949,korree,Clearly u forgot,False
9950,Slo4ever9,Sell. Eggs,False
9951,bwefuibwebg,"R s m a l l s, cih 0m   se11  g01d & acc  1000k/0.8usd",True
9952,UnBonCafe,"Watch out, Imposters Says Original!! (50k to 212M) (55 to 100) - Unboncafe",True
9953,Magiiisk,Selling gilded gold armor + shield,False
